case_id,spec_id,split,scenario,fixture_seed,generation_contract,expected,state,result
n1_r000,HS_n1_b1,DEV,change_k,29110000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r081,HS_n3_b1,DEV,change_q,29130081,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r082,HS_n3_b1,DEV,change_tau,29130082,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r083,HS_n3_b1,DEV,change_t,29130083,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r084,HS_n3_b1,DEV,change_omega,29130084,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r085,HS_n3_b1,DEV,change_g,29130085,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r086,HS_n3_b1,DEV,g_zero,29130086,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r087,HS_n3_b1,DEV,joint_parameters,29130087,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r088,HS_n3_b1,DEV,joint_sample,29130088,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r089,HS_n3_b1,DEV,repeat_q_then_separate,29130089,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r090,HS_n3_b1,DEV,repeat_dtau_then_separate,29130090,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r091,HS_n3_b1,DEV,change_L_analytic,29130091,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r092,HS_n3_b1,DEV,small_nonzero_g,29130092,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r093,HS_n3_b1,DEV,longer_legal_intervals,29130093,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r094,HS_n3_b1,DEV,same_input_repeat,29130094,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r095,HS_n3_b1,DEV,interleaved_contexts,29130095,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r096,HS_n3_b1,DEV,change_k,29130096,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r097,HS_n3_b1,DEV,change_q,29130097,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r098,HS_n3_b1,DEV,change_tau,29130098,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r099,HS_n3_b1,DEV,change_t,29130099,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r100,HS_n3_b1,DEV,change_omega,29130100,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r101,HS_n3_b1,DEV,change_g,29130101,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r102,HS_n3_b1,DEV,g_zero,29130102,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r103,HS_n3_b1,DEV,joint_parameters,29130103,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r104,HS_n3_b1,DEV,joint_sample,29130104,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r105,HS_n3_b1,DEV,repeat_q_then_separate,29130105,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r106,HS_n3_b1,DEV,repeat_dtau_then_separate,29130106,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r107,HS_n3_b1,DEV,change_L_analytic,29130107,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r108,HS_n3_b1,DEV,small_nonzero_g,29130108,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r109,HS_n3_b1,DEV,longer_legal_intervals,29130109,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r110,HS_n3_b1,DEV,same_input_repeat,29130110,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r111,HS_n3_b1,DEV,interleaved_contexts,29130111,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r112,HS_n3_b1,DEV,change_k,29130112,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r113,HS_n3_b1,DEV,change_q,29130113,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r114,HS_n3_b1,DEV,change_tau,29130114,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r115,HS_n3_b1,DEV,change_t,29130115,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r116,HS_n3_b1,DEV,change_omega,29130116,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r117,HS_n3_b1,DEV,change_g,29130117,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r118,HS_n3_b1,DEV,g_zero,29130118,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r119,HS_n3_b1,DEV,joint_parameters,29130119,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r120,HS_n3_b1,DEV,joint_sample,29130120,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r121,HS_n3_b1,DEV,repeat_q_then_separate,29130121,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r122,HS_n3_b1,DEV,repeat_dtau_then_separate,29130122,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r123,HS_n3_b1,DEV,change_L_analytic,29130123,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r124,HS_n3_b1,DEV,small_nonzero_g,29130124,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r125,HS_n3_b1,DEV,longer_legal_intervals,29130125,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r126,HS_n3_b1,DEV,same_input_repeat,29130126,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r127,HS_n3_b1,DEV,interleaved_contexts,29130127,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r128,HS_n3_b1,RESERVED_CONFIRMATION,change_k,29130128,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r129,HS_n3_b1,RESERVED_CONFIRMATION,change_q,29130129,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r130,HS_n3_b1,RESERVED_CONFIRMATION,change_tau,29130130,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r131,HS_n3_b1,RESERVED_CONFIRMATION,change_t,29130131,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r132,HS_n3_b1,RESERVED_CONFIRMATION,change_omega,29130132,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r133,HS_n3_b1,RESERVED_CONFIRMATION,change_g,29130133,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r134,HS_n3_b1,RESERVED_CONFIRMATION,g_zero,29130134,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r135,HS_n3_b1,RESERVED_CONFIRMATION,joint_parameters,29130135,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r136,HS_n3_b1,RESERVED_CONFIRMATION,joint_sample,29130136,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r137,HS_n3_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29130137,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r138,HS_n3_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29130138,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r139,HS_n3_b1,RESERVED_CONFIRMATION,change_L_analytic,29130139,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r140,HS_n3_b1,RESERVED_CONFIRMATION,small_nonzero_g,29130140,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r141,HS_n3_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29130141,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r142,HS_n3_b1,RESERVED_CONFIRMATION,same_input_repeat,29130142,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r143,HS_n3_b1,RESERVED_CONFIRMATION,interleaved_contexts,29130143,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r144,HS_n3_b1,RESERVED_CONFIRMATION,change_k,29130144,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r145,HS_n3_b1,RESERVED_CONFIRMATION,change_q,29130145,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r146,HS_n3_b1,RESERVED_CONFIRMATION,change_tau,29130146,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r147,HS_n3_b1,RESERVED_CONFIRMATION,change_t,29130147,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r148,HS_n3_b1,RESERVED_CONFIRMATION,change_omega,29130148,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r149,HS_n3_b1,RESERVED_CONFIRMATION,change_g,29130149,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r150,HS_n3_b1,RESERVED_CONFIRMATION,g_zero,29130150,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r151,HS_n3_b1,RESERVED_CONFIRMATION,joint_parameters,29130151,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r152,HS_n3_b1,RESERVED_CONFIRMATION,joint_sample,29130152,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r153,HS_n3_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29130153,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r154,HS_n3_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29130154,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r155,HS_n3_b1,RESERVED_CONFIRMATION,change_L_analytic,29130155,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r156,HS_n3_b1,RESERVED_CONFIRMATION,small_nonzero_g,29130156,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r157,HS_n3_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29130157,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r158,HS_n3_b1,RESERVED_CONFIRMATION,same_input_repeat,29130158,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r159,HS_n3_b1,RESERVED_CONFIRMATION,interleaved_contexts,29130159,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r160,HS_n3_b1,RESERVED_CONFIRMATION,change_k,29130160,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r161,HS_n3_b1,RESERVED_CONFIRMATION,change_q,29130161,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r162,HS_n3_b1,RESERVED_CONFIRMATION,change_tau,29130162,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r163,HS_n3_b1,RESERVED_CONFIRMATION,change_t,29130163,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r164,HS_n3_b1,RESERVED_CONFIRMATION,change_omega,29130164,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r165,HS_n3_b1,RESERVED_CONFIRMATION,change_g,29130165,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r166,HS_n3_b1,RESERVED_CONFIRMATION,g_zero,29130166,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r167,HS_n3_b1,RESERVED_CONFIRMATION,joint_parameters,29130167,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r168,HS_n3_b1,RESERVED_CONFIRMATION,joint_sample,29130168,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r169,HS_n3_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29130169,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r170,HS_n3_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29130170,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r171,HS_n3_b1,RESERVED_CONFIRMATION,change_L_analytic,29130171,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r172,HS_n3_b1,RESERVED_CONFIRMATION,small_nonzero_g,29130172,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r173,HS_n3_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29130173,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r174,HS_n3_b1,RESERVED_CONFIRMATION,same_input_repeat,29130174,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r175,HS_n3_b1,RESERVED_CONFIRMATION,interleaved_contexts,29130175,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r176,HS_n3_b1,RESERVED_CONFIRMATION,change_k,29130176,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r177,HS_n3_b1,RESERVED_CONFIRMATION,change_q,29130177,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r178,HS_n3_b1,RESERVED_CONFIRMATION,change_tau,29130178,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r179,HS_n3_b1,RESERVED_CONFIRMATION,change_t,29130179,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r180,HS_n3_b1,RESERVED_CONFIRMATION,change_omega,29130180,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r181,HS_n3_b1,RESERVED_CONFIRMATION,change_g,29130181,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r182,HS_n3_b1,RESERVED_CONFIRMATION,g_zero,29130182,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r183,HS_n3_b1,RESERVED_CONFIRMATION,joint_parameters,29130183,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r184,HS_n3_b1,RESERVED_CONFIRMATION,joint_sample,29130184,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r185,HS_n3_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29130185,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r186,HS_n3_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29130186,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r187,HS_n3_b1,RESERVED_CONFIRMATION,change_L_analytic,29130187,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r188,HS_n3_b1,RESERVED_CONFIRMATION,small_nonzero_g,29130188,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r189,HS_n3_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29130189,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r190,HS_n3_b1,RESERVED_CONFIRMATION,same_input_repeat,29130190,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r191,HS_n3_b1,RESERVED_CONFIRMATION,interleaved_contexts,29130191,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r192,HS_n3_b1,RESERVED_CONFIRMATION,change_k,29130192,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r193,HS_n3_b1,RESERVED_CONFIRMATION,change_q,29130193,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r194,HS_n3_b1,RESERVED_CONFIRMATION,change_tau,29130194,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r195,HS_n3_b1,RESERVED_CONFIRMATION,change_t,29130195,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r196,HS_n3_b1,RESERVED_CONFIRMATION,change_omega,29130196,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r197,HS_n3_b1,RESERVED_CONFIRMATION,change_g,29130197,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r198,HS_n3_b1,RESERVED_CONFIRMATION,g_zero,29130198,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r199,HS_n3_b1,RESERVED_CONFIRMATION,joint_parameters,29130199,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r200,HS_n3_b1,RESERVED_CONFIRMATION,joint_sample,29130200,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r201,HS_n3_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29130201,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r202,HS_n3_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29130202,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r203,HS_n3_b1,RESERVED_CONFIRMATION,change_L_analytic,29130203,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r204,HS_n3_b1,RESERVED_CONFIRMATION,small_nonzero_g,29130204,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r205,HS_n3_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29130205,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r206,HS_n3_b1,RESERVED_CONFIRMATION,same_input_repeat,29130206,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r207,HS_n3_b1,RESERVED_CONFIRMATION,interleaved_contexts,29130207,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
